,dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
219675,1927-06-01,25.548,0.301,Taipei,Taiwan,24.92N,122.36E
219676,1927-07-01,27.424000000000003,0.304,Taipei,Taiwan,24.92N,122.36E
219677,1927-08-01,27.872000000000003,0.296,Taipei,Taiwan,24.92N,122.36E
219678,1927-09-01,25.411,0.342,Taipei,Taiwan,24.92N,122.36E
219679,1927-10-01,23.304,0.17,Taipei,Taiwan,24.92N,122.36E
219680,1927-11-01,21.133000000000006,0.298,Taipei,Taiwan,24.92N,122.36E
219681,1927-12-01,18.643,0.303,Taipei,Taiwan,24.92N,122.36E
219682,1928-01-01,17.482,0.197,Taipei,Taiwan,24.92N,122.36E
219683,1928-02-01,16.215999999999998,0.472,Taipei,Taiwan,24.92N,122.36E
219684,1928-03-01,18.203,0.268,Taipei,Taiwan,24.92N,122.36E
219685,1928-04-01,20.206,0.187,Taipei,Taiwan,24.92N,122.36E
219686,1928-05-01,23.505,0.354,Taipei,Taiwan,24.92N,122.36E
219687,1928-06-01,24.873,0.248,Taipei,Taiwan,24.92N,122.36E
219688,1928-07-01,28.145,0.298,Taipei,Taiwan,24.92N,122.36E
219689,1928-08-01,27.023000000000003,0.4,Taipei,Taiwan,24.92N,122.36E
219690,1928-09-01,26.119,0.267,Taipei,Taiwan,24.92N,122.36E
219691,1928-10-01,22.707,0.355,Taipei,Taiwan,24.92N,122.36E
219692,1928-11-01,21.267,0.234,Taipei,Taiwan,24.92N,122.36E
219693,1928-12-01,18.822000000000006,0.398,Taipei,Taiwan,24.92N,122.36E
219694,1929-01-01,17.101,0.253,Taipei,Taiwan,24.92N,122.36E
219695,1929-02-01,16.33,0.387,Taipei,Taiwan,24.92N,122.36E
219696,1929-03-01,17.674,0.395,Taipei,Taiwan,24.92N,122.36E
219697,1929-04-01,20.069000000000003,0.365,Taipei,Taiwan,24.92N,122.36E
219698,1929-05-01,23.542,0.364,Taipei,Taiwan,24.92N,122.36E
219699,1929-06-01,26.476,0.236,Taipei,Taiwan,24.92N,122.36E
219700,1929-07-01,27.254,0.179,Taipei,Taiwan,24.92N,122.36E
219701,1929-08-01,27.13000000000001,0.304,Taipei,Taiwan,24.92N,122.36E
219702,1929-09-01,25.924,0.431,Taipei,Taiwan,24.92N,122.36E
219703,1929-10-01,23.298,0.208,Taipei,Taiwan,24.92N,122.36E
219704,1929-11-01,19.963,0.295,Taipei,Taiwan,24.92N,122.36E
219705,1929-12-01,19.336,0.23,Taipei,Taiwan,24.92N,122.36E
219706,1930-01-01,16.005,0.478,Taipei,Taiwan,24.92N,122.36E
219707,1930-02-01,17.304000000000002,0.404,Taipei,Taiwan,24.92N,122.36E
219708,1930-03-01,18.375,0.349,Taipei,Taiwan,24.92N,122.36E
219709,1930-04-01,22.261,0.24,Taipei,Taiwan,24.92N,122.36E
219710,1930-05-01,24.507,0.1639999999999999,Taipei,Taiwan,24.92N,122.36E
219711,1930-06-01,26.255,0.325,Taipei,Taiwan,24.92N,122.36E
219712,1930-07-01,27.324,0.253,Taipei,Taiwan,24.92N,122.36E
219713,1930-08-01,27.67,0.298,Taipei,Taiwan,24.92N,122.36E
219714,1930-09-01,26.504,0.132,Taipei,Taiwan,24.92N,122.36E
219715,1930-10-01,23.619,0.282,Taipei,Taiwan,24.92N,122.36E
219716,1930-11-01,20.685,0.229,Taipei,Taiwan,24.92N,122.36E
219717,1930-12-01,18.696,0.264,Taipei,Taiwan,24.92N,122.36E
219718,1931-01-01,17.2,0.29,Taipei,Taiwan,24.92N,122.36E
219719,1931-02-01,17.293,0.316,Taipei,Taiwan,24.92N,122.36E
219720,1931-03-01,18.172,0.347,Taipei,Taiwan,24.92N,122.36E
219721,1931-04-01,20.646,0.293,Taipei,Taiwan,24.92N,122.36E
219722,1931-05-01,23.633000000000003,0.238,Taipei,Taiwan,24.92N,122.36E
219723,1931-06-01,25.906,0.203,Taipei,Taiwan,24.92N,122.36E
219724,1931-07-01,28.103,0.442,Taipei,Taiwan,24.92N,122.36E
219725,1931-08-01,27.721,0.294,Taipei,Taiwan,24.92N,122.36E
219726,1931-09-01,26.779,0.119,Taipei,Taiwan,24.92N,122.36E
219727,1931-10-01,22.828000000000003,0.201,Taipei,Taiwan,24.92N,122.36E
219728,1931-11-01,22.029,0.213,Taipei,Taiwan,24.92N,122.36E
219729,1931-12-01,18.344,0.255,Taipei,Taiwan,24.92N,122.36E
219730,1932-01-01,16.566999999999997,0.476,Taipei,Taiwan,24.92N,122.36E
219731,1932-02-01,14.765,0.337,Taipei,Taiwan,24.92N,122.36E
219732,1932-03-01,16.805,0.36,Taipei,Taiwan,24.92N,122.36E
219733,1932-04-01,20.584,0.254,Taipei,Taiwan,24.92N,122.36E
219734,1932-05-01,25.059,0.422,Taipei,Taiwan,24.92N,122.36E
219735,1932-06-01,26.084,0.135,Taipei,Taiwan,24.92N,122.36E
219736,1932-07-01,28.009,0.236,Taipei,Taiwan,24.92N,122.36E
219737,1932-08-01,27.573,0.163,Taipei,Taiwan,24.92N,122.36E
219738,1932-09-01,25.713,0.171,Taipei,Taiwan,24.92N,122.36E
219739,1932-10-01,23.082,0.216,Taipei,Taiwan,24.92N,122.36E
219740,1932-11-01,21.06600000000001,0.184,Taipei,Taiwan,24.92N,122.36E
219741,1932-12-01,17.954,0.277,Taipei,Taiwan,24.92N,122.36E
219742,1933-01-01,15.768999999999998,0.495,Taipei,Taiwan,24.92N,122.36E
219743,1933-02-01,17.02,0.47,Taipei,Taiwan,24.92N,122.36E
219744,1933-03-01,17.288,0.305,Taipei,Taiwan,24.92N,122.36E
219745,1933-04-01,21.346,0.296,Taipei,Taiwan,24.92N,122.36E
219746,1933-05-01,24.035,0.222,Taipei,Taiwan,24.92N,122.36E
219747,1933-06-01,26.328000000000003,0.198,Taipei,Taiwan,24.92N,122.36E
219748,1933-07-01,27.678,0.153,Taipei,Taiwan,24.92N,122.36E
219749,1933-08-01,28.288,0.257,Taipei,Taiwan,24.92N,122.36E
219750,1933-09-01,26.844,0.125,Taipei,Taiwan,24.92N,122.36E
219751,1933-10-01,23.536,0.314,Taipei,Taiwan,24.92N,122.36E
219752,1933-11-01,20.711,0.297,Taipei,Taiwan,24.92N,122.36E
219753,1933-12-01,18.053,0.507,Taipei,Taiwan,24.92N,122.36E
219754,1934-01-01,14.515,0.406,Taipei,Taiwan,24.92N,122.36E
219755,1934-02-01,15.863,0.627,Taipei,Taiwan,24.92N,122.36E
219756,1934-03-01,16.907,0.347,Taipei,Taiwan,24.92N,122.36E
219757,1934-04-01,19.622,0.22,Taipei,Taiwan,24.92N,122.36E
219758,1934-05-01,23.267,0.182,Taipei,Taiwan,24.92N,122.36E
219759,1934-06-01,26.202,0.152,Taipei,Taiwan,24.92N,122.36E
219760,1934-07-01,27.627,0.23,Taipei,Taiwan,24.92N,122.36E
219761,1934-08-01,28.195,0.177,Taipei,Taiwan,24.92N,122.36E
219762,1934-09-01,26.946,0.148,Taipei,Taiwan,24.92N,122.36E
219763,1934-10-01,23.061,0.266,Taipei,Taiwan,24.92N,122.36E
219764,1934-11-01,20.881,0.229,Taipei,Taiwan,24.92N,122.36E
219765,1934-12-01,19.23,0.214,Taipei,Taiwan,24.92N,122.36E
219766,1935-01-01,16.131999999999998,0.464,Taipei,Taiwan,24.92N,122.36E
219767,1935-02-01,17.166,0.286,Taipei,Taiwan,24.92N,122.36E
219768,1935-03-01,19.001,0.278,Taipei,Taiwan,24.92N,122.36E
219769,1935-04-01,20.726,0.321,Taipei,Taiwan,24.92N,122.36E
219770,1935-05-01,23.803,0.204,Taipei,Taiwan,24.92N,122.36E
219771,1935-06-01,25.71,0.188,Taipei,Taiwan,24.92N,122.36E
219772,1935-07-01,27.589,0.177,Taipei,Taiwan,24.92N,122.36E
219773,1935-08-01,27.106,0.243,Taipei,Taiwan,24.92N,122.36E
219774,1935-09-01,25.319000000000003,0.337,Taipei,Taiwan,24.92N,122.36E
219775,1935-10-01,24.616,0.328,Taipei,Taiwan,24.92N,122.36E
219776,1935-11-01,22.097,0.279,Taipei,Taiwan,24.92N,122.36E
219777,1935-12-01,17.908,0.258,Taipei,Taiwan,24.92N,122.36E
219778,1936-01-01,15.736999999999998,0.377,Taipei,Taiwan,24.92N,122.36E
219779,1936-02-01,16.229,0.257,Taipei,Taiwan,24.92N,122.36E
219780,1936-03-01,15.816,0.442,Taipei,Taiwan,24.92N,122.36E
219781,1936-04-01,20.586,0.338,Taipei,Taiwan,24.92N,122.36E
219782,1936-05-01,23.375,0.428,Taipei,Taiwan,24.92N,122.36E
219783,1936-06-01,26.637,0.246,Taipei,Taiwan,24.92N,122.36E
219784,1936-07-01,28.278,0.135,Taipei,Taiwan,24.92N,122.36E
219785,1936-08-01,27.728,0.258,Taipei,Taiwan,24.92N,122.36E
219786,1936-09-01,26.053,0.384,Taipei,Taiwan,24.92N,122.36E
219787,1936-10-01,23.03700000000001,0.263,Taipei,Taiwan,24.92N,122.36E
219788,1936-11-01,21.077,0.293,Taipei,Taiwan,24.92N,122.36E
219789,1936-12-01,19.174000000000003,0.211,Taipei,Taiwan,24.92N,122.36E
219790,1937-01-01,17.738999999999994,0.215,Taipei,Taiwan,24.92N,122.36E
219791,1937-02-01,16.622999999999998,0.481,Taipei,Taiwan,24.92N,122.36E
219792,1937-03-01,18.368,0.305,Taipei,Taiwan,24.92N,122.36E
219793,1937-04-01,21.08,0.26,Taipei,Taiwan,24.92N,122.36E
219794,1937-05-01,24.239,0.24,Taipei,Taiwan,24.92N,122.36E
219795,1937-06-01,25.776,0.1639999999999999,Taipei,Taiwan,24.92N,122.36E
219796,1937-07-01,27.969,0.293,Taipei,Taiwan,24.92N,122.36E
219797,1937-08-01,27.01,0.232,Taipei,Taiwan,24.92N,122.36E
219798,1937-09-01,27.162,0.175,Taipei,Taiwan,24.92N,122.36E
219799,1937-10-01,24.303,0.262,Taipei,Taiwan,24.92N,122.36E
219800,1937-11-01,22.293000000000006,0.217,Taipei,Taiwan,24.92N,122.36E
219801,1937-12-01,18.364,0.445,Taipei,Taiwan,24.92N,122.36E
219802,1938-01-01,17.011,0.295,Taipei,Taiwan,24.92N,122.36E
219803,1938-02-01,16.157999999999998,0.286,Taipei,Taiwan,24.92N,122.36E
219804,1938-03-01,17.862000000000002,0.25,Taipei,Taiwan,24.92N,122.36E
219805,1938-04-01,20.805,0.307,Taipei,Taiwan,24.92N,122.36E
219806,1938-05-01,24.498,0.19,Taipei,Taiwan,24.92N,122.36E
219807,1938-06-01,27.857,0.228,Taipei,Taiwan,24.92N,122.36E
219808,1938-07-01,27.933000000000003,0.249,Taipei,Taiwan,24.92N,122.36E
219809,1938-08-01,27.187,0.229,Taipei,Taiwan,24.92N,122.36E
219810,1938-09-01,26.444000000000003,0.247,Taipei,Taiwan,24.92N,122.36E
219811,1938-10-01,24.635,0.375,Taipei,Taiwan,24.92N,122.36E
219812,1938-11-01,20.485,0.248,Taipei,Taiwan,24.92N,122.36E
219813,1938-12-01,18.964,0.179,Taipei,Taiwan,24.92N,122.36E
219814,1939-01-01,16.83,0.254,Taipei,Taiwan,24.92N,122.36E
219815,1939-02-01,16.672,0.42,Taipei,Taiwan,24.92N,122.36E
219816,1939-03-01,18.045,0.431,Taipei,Taiwan,24.92N,122.36E
219817,1939-04-01,19.49,0.162,Taipei,Taiwan,24.92N,122.36E
219818,1939-05-01,22.97,0.195,Taipei,Taiwan,24.92N,122.36E
219819,1939-06-01,25.697,0.237,Taipei,Taiwan,24.92N,122.36E
219820,1939-07-01,26.654,0.136,Taipei,Taiwan,24.92N,122.36E
219821,1939-08-01,27.232000000000006,0.134,Taipei,Taiwan,24.92N,122.36E
219822,1939-09-01,25.799,0.173,Taipei,Taiwan,24.92N,122.36E
219823,1939-10-01,23.91,0.212,Taipei,Taiwan,24.92N,122.36E
219824,1939-11-01,21.759,0.165,Taipei,Taiwan,24.92N,122.36E
219825,1939-12-01,17.48,0.227,Taipei,Taiwan,24.92N,122.36E
219826,1940-01-01,16.334,0.256,Taipei,Taiwan,24.92N,122.36E
219827,1940-02-01,16.782999999999998,0.146,Taipei,Taiwan,24.92N,122.36E
219828,1940-03-01,17.267,0.24,Taipei,Taiwan,24.92N,122.36E
219829,1940-04-01,19.499,0.24,Taipei,Taiwan,24.92N,122.36E
219830,1940-05-01,22.592,0.188,Taipei,Taiwan,24.92N,122.36E
219831,1940-06-01,25.44,0.152,Taipei,Taiwan,24.92N,122.36E
219832,1940-07-01,27.459,0.303,Taipei,Taiwan,24.92N,122.36E
219833,1940-08-01,27.225,0.146,Taipei,Taiwan,24.92N,122.36E
219834,1940-09-01,26.132,0.23,Taipei,Taiwan,24.92N,122.36E
219835,1940-10-01,24.419,0.326,Taipei,Taiwan,24.92N,122.36E
219836,1940-11-01,21.811,0.203,Taipei,Taiwan,24.92N,122.36E
219837,1940-12-01,18.877,0.201,Taipei,Taiwan,24.92N,122.36E
219838,1941-01-01,17.676,0.34,Taipei,Taiwan,24.92N,122.36E
219839,1941-02-01,17.566,0.256,Taipei,Taiwan,24.92N,122.36E
219840,1941-03-01,18.569000000000003,0.135,Taipei,Taiwan,24.92N,122.36E
219841,1941-04-01,20.332,0.266,Taipei,Taiwan,24.92N,122.36E
219842,1941-05-01,24.114,0.128,Taipei,Taiwan,24.92N,122.36E
219843,1941-06-01,26.106,0.186,Taipei,Taiwan,24.92N,122.36E
219844,1941-07-01,27.955,0.123,Taipei,Taiwan,24.92N,122.36E
219845,1941-08-01,28.24,0.202,Taipei,Taiwan,24.92N,122.36E
219846,1941-09-01,26.39,0.215,Taipei,Taiwan,24.92N,122.36E
219847,1941-10-01,24.055,0.174,Taipei,Taiwan,24.92N,122.36E
219848,1941-11-01,22.011000000000006,0.211,Taipei,Taiwan,24.92N,122.36E
219849,1941-12-01,19.72600000000001,0.249,Taipei,Taiwan,24.92N,122.36E
219850,1942-01-01,16.406,0.189,Taipei,Taiwan,24.92N,122.36E
219851,1942-02-01,17.509,0.145,Taipei,Taiwan,24.92N,122.36E
219852,1942-03-01,20.277,0.365,Taipei,Taiwan,24.92N,122.36E
219853,1942-04-01,21.219,0.341,Taipei,Taiwan,24.92N,122.36E
219854,1942-05-01,23.664,0.286,Taipei,Taiwan,24.92N,122.36E
219855,1942-06-01,26.634,0.197,Taipei,Taiwan,24.92N,122.36E
219856,1942-07-01,27.777,0.27,Taipei,Taiwan,24.92N,122.36E
219857,1942-08-01,27.869000000000003,0.224,Taipei,Taiwan,24.92N,122.36E
219858,1942-09-01,26.327,0.306,Taipei,Taiwan,24.92N,122.36E
219859,1942-10-01,24.135,0.0819999999999999,Taipei,Taiwan,24.92N,122.36E
219860,1942-11-01,21.389000000000006,0.215,Taipei,Taiwan,24.92N,122.36E
219861,1942-12-01,17.547,0.255,Taipei,Taiwan,24.92N,122.36E
219862,1943-01-01,15.707999999999998,0.252,Taipei,Taiwan,24.92N,122.36E
219863,1943-02-01,16.125,0.258,Taipei,Taiwan,24.92N,122.36E
219864,1943-03-01,18.881,0.208,Taipei,Taiwan,24.92N,122.36E
219865,1943-04-01,20.132,0.183,Taipei,Taiwan,24.92N,122.36E
219866,1943-05-01,24.064,0.312,Taipei,Taiwan,24.92N,122.36E
219867,1943-06-01,25.931,0.156,Taipei,Taiwan,24.92N,122.36E
219868,1943-07-01,26.927,0.189,Taipei,Taiwan,24.92N,122.36E
219869,1943-08-01,26.905,0.146,Taipei,Taiwan,24.92N,122.36E
219870,1943-09-01,26.736,0.288,Taipei,Taiwan,24.92N,122.36E
219871,1943-10-01,23.658,0.353,Taipei,Taiwan,24.92N,122.36E
219872,1943-11-01,21.599,0.346,Taipei,Taiwan,24.92N,122.36E
219873,1943-12-01,18.929,0.261,Taipei,Taiwan,24.92N,122.36E
219874,1944-01-01,18.046,0.347,Taipei,Taiwan,24.92N,122.36E
219875,1944-02-01,16.224,0.423,Taipei,Taiwan,24.92N,122.36E
219876,1944-03-01,16.878,0.238,Taipei,Taiwan,24.92N,122.36E
219877,1944-04-01,20.426,0.202,Taipei,Taiwan,24.92N,122.36E
219878,1944-05-01,23.844,0.208,Taipei,Taiwan,24.92N,122.36E
219879,1944-06-01,25.43,0.221,Taipei,Taiwan,24.92N,122.36E
219880,1944-07-01,27.895,0.283,Taipei,Taiwan,24.92N,122.36E
219881,1944-08-01,27.338,0.244,Taipei,Taiwan,24.92N,122.36E
219882,1944-09-01,27.05,0.255,Taipei,Taiwan,24.92N,122.36E
219883,1944-10-01,24.438,0.165,Taipei,Taiwan,24.92N,122.36E
219884,1944-11-01,22.796,0.214,Taipei,Taiwan,24.92N,122.36E
219885,1944-12-01,16.565,0.235,Taipei,Taiwan,24.92N,122.36E
219886,1945-01-01,15.845,0.217,Taipei,Taiwan,24.92N,122.36E
219887,1945-02-01,15.066999999999998,0.408,Taipei,Taiwan,24.92N,122.36E
219888,1945-03-01,18.022,0.45,Taipei,Taiwan,24.92N,122.36E
219889,1945-04-01,20.706,0.285,Taipei,Taiwan,24.92N,122.36E
219890,1945-05-01,22.151,0.241,Taipei,Taiwan,24.92N,122.36E
219891,1945-06-01,26.201,0.267,Taipei,Taiwan,24.92N,122.36E
219892,1945-07-01,28.222,0.217,Taipei,Taiwan,24.92N,122.36E
219893,1945-08-01,27.472,0.1689999999999999,Taipei,Taiwan,24.92N,122.36E
219894,1945-09-01,26.789,0.29,Taipei,Taiwan,24.92N,122.36E
219895,1945-10-01,22.44100000000001,0.271,Taipei,Taiwan,24.92N,122.36E
219896,1945-11-01,22.339,0.399,Taipei,Taiwan,24.92N,122.36E
219897,1945-12-01,18.222,0.288,Taipei,Taiwan,24.92N,122.36E
219898,1946-01-01,18.002,0.281,Taipei,Taiwan,24.92N,122.36E
219899,1946-02-01,17.631,0.361,Taipei,Taiwan,24.92N,122.36E
219900,1946-03-01,19.461,0.321,Taipei,Taiwan,24.92N,122.36E
219901,1946-04-01,21.903,0.203,Taipei,Taiwan,24.92N,122.36E
219902,1946-05-01,24.279,0.347,Taipei,Taiwan,24.92N,122.36E
219903,1946-06-01,26.421,0.252,Taipei,Taiwan,24.92N,122.36E
219904,1946-07-01,27.545,0.206,Taipei,Taiwan,24.92N,122.36E
219905,1946-08-01,27.790000000000006,0.212,Taipei,Taiwan,24.92N,122.36E
219906,1946-09-01,27.661,0.214,Taipei,Taiwan,24.92N,122.36E
219907,1946-10-01,23.173,0.12,Taipei,Taiwan,24.92N,122.36E
219908,1946-11-01,21.685,0.258,Taipei,Taiwan,24.92N,122.36E
219909,1946-12-01,18.274,0.187,Taipei,Taiwan,24.92N,122.36E
219910,1947-01-01,18.077,0.298,Taipei,Taiwan,24.92N,122.36E
219911,1947-02-01,15.265999999999998,0.265,Taipei,Taiwan,24.92N,122.36E
219912,1947-03-01,17.54,0.222,Taipei,Taiwan,24.92N,122.36E
219913,1947-04-01,19.898,0.201,Taipei,Taiwan,24.92N,122.36E
219914,1947-05-01,23.363000000000003,0.203,Taipei,Taiwan,24.92N,122.36E
219915,1947-06-01,24.962,0.321,Taipei,Taiwan,24.92N,122.36E
219916,1947-07-01,27.612,0.219,Taipei,Taiwan,24.92N,122.36E
219917,1947-08-01,27.790000000000006,0.172,Taipei,Taiwan,24.92N,122.36E
219918,1947-09-01,27.055,0.24,Taipei,Taiwan,24.92N,122.36E
219919,1947-10-01,22.712,0.195,Taipei,Taiwan,24.92N,122.36E
219920,1947-11-01,21.57,0.204,Taipei,Taiwan,24.92N,122.36E
219921,1947-12-01,18.28,0.189,Taipei,Taiwan,24.92N,122.36E
219922,1948-01-01,15.788999999999998,0.168,Taipei,Taiwan,24.92N,122.36E
219923,1948-02-01,17.531,0.147,Taipei,Taiwan,24.92N,122.36E
219924,1948-03-01,18.561,0.138,Taipei,Taiwan,24.92N,122.36E
219925,1948-04-01,20.859,0.138,Taipei,Taiwan,24.92N,122.36E
219926,1948-05-01,24.097,0.274,Taipei,Taiwan,24.92N,122.36E
219927,1948-06-01,26.074,0.229,Taipei,Taiwan,24.92N,122.36E
219928,1948-07-01,27.808000000000003,0.154,Taipei,Taiwan,24.92N,122.36E
219929,1948-08-01,27.899,0.142,Taipei,Taiwan,24.92N,122.36E
219930,1948-09-01,26.903,0.262,Taipei,Taiwan,24.92N,122.36E
219931,1948-10-01,23.895,0.223,Taipei,Taiwan,24.92N,122.36E
219932,1948-11-01,20.466,0.198,Taipei,Taiwan,24.92N,122.36E
219933,1948-12-01,20.892000000000003,0.301,Taipei,Taiwan,24.92N,122.36E
219934,1949-01-01,15.675,0.226,Taipei,Taiwan,24.92N,122.36E
219935,1949-02-01,17.552999999999994,0.218,Taipei,Taiwan,24.92N,122.36E
219936,1949-03-01,18.753,0.243,Taipei,Taiwan,24.92N,122.36E
219937,1949-04-01,20.432,0.214,Taipei,Taiwan,24.92N,122.36E
219938,1949-05-01,24.821,0.118,Taipei,Taiwan,24.92N,122.36E
219939,1949-06-01,25.924,0.219,Taipei,Taiwan,24.92N,122.36E
219940,1949-07-01,27.884,0.092,Taipei,Taiwan,24.92N,122.36E
219941,1949-08-01,27.307,0.207,Taipei,Taiwan,24.92N,122.36E
219942,1949-09-01,26.928,0.174,Taipei,Taiwan,24.92N,122.36E
219943,1949-10-01,23.774,0.144,Taipei,Taiwan,24.92N,122.36E
219944,1949-11-01,21.872,0.155,Taipei,Taiwan,24.92N,122.36E
219945,1949-12-01,19.932,0.211,Taipei,Taiwan,24.92N,122.36E
219946,1950-01-01,18.442,0.113,Taipei,Taiwan,24.92N,122.36E
219947,1950-02-01,16.253999999999998,0.206,Taipei,Taiwan,24.92N,122.36E
219948,1950-03-01,18.948,0.463,Taipei,Taiwan,24.92N,122.36E
219949,1950-04-01,20.157,0.364,Taipei,Taiwan,24.92N,122.36E
219950,1950-05-01,23.438,0.281,Taipei,Taiwan,24.92N,122.36E
219951,1950-06-01,24.994,0.264,Taipei,Taiwan,24.92N,122.36E
219952,1950-07-01,28.006,0.342,Taipei,Taiwan,24.92N,122.36E
219953,1950-08-01,27.59800000000001,0.334,Taipei,Taiwan,24.92N,122.36E
219954,1950-09-01,26.901,0.272,Taipei,Taiwan,24.92N,122.36E
219955,1950-10-01,24.607,0.175,Taipei,Taiwan,24.92N,122.36E
219956,1950-11-01,21.17,0.388,Taipei,Taiwan,24.92N,122.36E
219957,1950-12-01,16.75,0.133,Taipei,Taiwan,24.92N,122.36E
219958,1951-01-01,17.183,0.312,Taipei,Taiwan,24.92N,122.36E
219959,1951-02-01,17.477,0.21,Taipei,Taiwan,24.92N,122.36E
219960,1951-03-01,17.061999999999998,0.302,Taipei,Taiwan,24.92N,122.36E
219961,1951-04-01,20.68,0.329,Taipei,Taiwan,24.92N,122.36E
219962,1951-05-01,23.284,0.185,Taipei,Taiwan,24.92N,122.36E
219963,1951-06-01,25.726,0.374,Taipei,Taiwan,24.92N,122.36E
219964,1951-07-01,27.777,0.253,Taipei,Taiwan,24.92N,122.36E
219965,1951-08-01,28.157,0.224,Taipei,Taiwan,24.92N,122.36E
219966,1951-09-01,27.132,0.362,Taipei,Taiwan,24.92N,122.36E
219967,1951-10-01,24.494,0.312,Taipei,Taiwan,24.92N,122.36E
219968,1951-11-01,21.796,0.399,Taipei,Taiwan,24.92N,122.36E
219969,1951-12-01,19.454,0.23,Taipei,Taiwan,24.92N,122.36E
219970,1952-01-01,16.88,0.269,Taipei,Taiwan,24.92N,122.36E
219971,1952-02-01,17.535999999999998,0.154,Taipei,Taiwan,24.92N,122.36E
219972,1952-03-01,19.082,0.371,Taipei,Taiwan,24.92N,122.36E
219973,1952-04-01,21.217,0.177,Taipei,Taiwan,24.92N,122.36E
219974,1952-05-01,25.477,0.125,Taipei,Taiwan,24.92N,122.36E
219975,1952-06-01,27.041,0.216,Taipei,Taiwan,24.92N,122.36E
219976,1952-07-01,27.899,0.222,Taipei,Taiwan,24.92N,122.36E
219977,1952-08-01,27.989,0.186,Taipei,Taiwan,24.92N,122.36E
219978,1952-09-01,26.862,0.222,Taipei,Taiwan,24.92N,122.36E
219979,1952-10-01,23.891,0.156,Taipei,Taiwan,24.92N,122.36E
219980,1952-11-01,22.947000000000006,0.192,Taipei,Taiwan,24.92N,122.36E
219981,1952-12-01,17.764000000000006,0.226,Taipei,Taiwan,24.92N,122.36E
219982,1953-01-01,16.726999999999997,0.238,Taipei,Taiwan,24.92N,122.36E
219983,1953-02-01,17.798,0.125,Taipei,Taiwan,24.92N,122.36E
219984,1953-03-01,18.492,0.239,Taipei,Taiwan,24.92N,122.36E
219985,1953-04-01,18.946,0.275,Taipei,Taiwan,24.92N,122.36E
219986,1953-05-01,23.186,0.282,Taipei,Taiwan,24.92N,122.36E
219987,1953-06-01,27.043000000000003,0.254,Taipei,Taiwan,24.92N,122.36E
219988,1953-07-01,28.617,0.195,Taipei,Taiwan,24.92N,122.36E
219989,1953-08-01,28.517000000000003,0.185,Taipei,Taiwan,24.92N,122.36E
219990,1953-09-01,26.602,0.161,Taipei,Taiwan,24.92N,122.36E
219991,1953-10-01,24.77,0.143,Taipei,Taiwan,24.92N,122.36E
219992,1953-11-01,22.515,0.218,Taipei,Taiwan,24.92N,122.36E
219993,1953-12-01,19.950000000000006,0.159,Taipei,Taiwan,24.92N,122.36E
219994,1954-01-01,18.924,0.272,Taipei,Taiwan,24.92N,122.36E
219995,1954-02-01,17.503999999999998,0.199,Taipei,Taiwan,24.92N,122.36E
219996,1954-03-01,17.054000000000002,0.392,Taipei,Taiwan,24.92N,122.36E
219997,1954-04-01,21.521,0.326,Taipei,Taiwan,24.92N,122.36E
219998,1954-05-01,25.44,0.222,Taipei,Taiwan,24.92N,122.36E
219999,1954-06-01,27.273000000000003,0.335,Taipei,Taiwan,24.92N,122.36E
220000,1954-07-01,28.544,0.31,Taipei,Taiwan,24.92N,122.36E
220001,1954-08-01,28.338,0.138,Taipei,Taiwan,24.92N,122.36E
220002,1954-09-01,26.862,0.204,Taipei,Taiwan,24.92N,122.36E
220003,1954-10-01,23.562,0.209,Taipei,Taiwan,24.92N,122.36E
220004,1954-11-01,22.277,0.207,Taipei,Taiwan,24.92N,122.36E
220005,1954-12-01,18.034,0.217,Taipei,Taiwan,24.92N,122.36E
220006,1955-01-01,15.558999999999996,0.193,Taipei,Taiwan,24.92N,122.36E
220007,1955-02-01,17.884,0.19,Taipei,Taiwan,24.92N,122.36E
220008,1955-03-01,19.667,0.233,Taipei,Taiwan,24.92N,122.36E
220009,1955-04-01,20.928,0.17,Taipei,Taiwan,24.92N,122.36E
220010,1955-05-01,23.974,0.305,Taipei,Taiwan,24.92N,122.36E
220011,1955-06-01,26.123,0.255,Taipei,Taiwan,24.92N,122.36E
220012,1955-07-01,27.622,0.295,Taipei,Taiwan,24.92N,122.36E
220013,1955-08-01,26.882,0.355,Taipei,Taiwan,24.92N,122.36E
220014,1955-09-01,27.063,0.266,Taipei,Taiwan,24.92N,122.36E
220015,1955-10-01,22.875,0.247,Taipei,Taiwan,24.92N,122.36E
220016,1955-11-01,20.189,0.259,Taipei,Taiwan,24.92N,122.36E
220017,1955-12-01,18.531,0.311,Taipei,Taiwan,24.92N,122.36E
220018,1956-01-01,15.462999999999996,0.175,Taipei,Taiwan,24.92N,122.36E
220019,1956-02-01,16.352,0.199,Taipei,Taiwan,24.92N,122.36E
220020,1956-03-01,18.8,0.228,Taipei,Taiwan,24.92N,122.36E
220021,1956-04-01,21.539,0.252,Taipei,Taiwan,24.92N,122.36E
220022,1956-05-01,24.209,0.355,Taipei,Taiwan,24.92N,122.36E
220023,1956-06-01,27.504,0.283,Taipei,Taiwan,24.92N,122.36E
220024,1956-07-01,28.891,0.366,Taipei,Taiwan,24.92N,122.36E
220025,1956-08-01,28.116000000000003,0.171,Taipei,Taiwan,24.92N,122.36E
